p01;0.027

p02;0.013

p03;0.011

p04;0.016

p05;0.017

p06;0.03

p07;0.016

p08;0.042

p09;0.154

p10;0.067

p11;0.612

p12;0.202

p13;0.417

p14;0.966

p15;0.186
