p01;6,00

p02;6,00

p03;6,00

p04;8,00

p05;6,00

p06;12,00

p07;12,00

p08;10,00

p09;16,00

p10;18,00

p11;18,00

p12;14,00

p13;16,00

p15;14,00
