p01;6.0

p02;10.0

p03;6.0

p04;12.0

p05;10.0

p06;16.0

p07;12.0

p08;10.0

p09;20.0

p10;20.0

p11;22.0

p12;20.0

p13;18.0

p14;20.0

p15;16.0
