p01;    0,55

p01;    0,59

p02;    3,55

p03;    0,76

p01;    1,14

p02;    3,74

p03;    0,81

p05;   10,45

p06;    0,44

p07;  209,50

p08;    0,50

p09;  151,84

p10;   32,02

