p01;9,00

p01;9,00

p02;17,00

p03;13,00

p01;9,00

p02;17,00

p03;13,00

p05;16,00

p06;7,00

p07;23,00

p08;12,00

p09;23,00

p10;22,00

